Target_X,Target_Y,MIL_Land_X,MIL_Land_Y,MIL_Error,Sim_Land_X,Sim_Land_Y,Sim_Error
0.20616,0.03267,0.10763811995912803,0.036377031361218316,0.09859159664140259,0.10785831343289226,0.03129545526037757,0.09831129617281585
0.02619,0.15412,0.02672788862366777,0.1537128350277506,0.000674616547453489,0.023065274667556136,0.15741174846240047,0.004538669005659284
-0.09805,-0.19762,-0.09930397455864479,-0.19838279008428453,0.0014677536940546946,-0.11003406581875937,-0.22418800707030317,0.029145785857239065
0.20372,0.12385,0.20371865945864964,0.12385012552880457,1.3464058054051733e-06,0.23140821444700602,0.13998112422480213,0.03204450636254817
0.17617,0.03337,0.1762076243311251,0.032738819802710026,0.0006323005865437886,0.10286767916898393,0.018531487912504304,0.0747891147172098
-0.14647,-0.00493,-0.14647560342558036,-0.004936234257768641,8.38238320291989e-06,-0.16396936595196654,-0.006562934674684557,0.017575388598054763
0.03372,0.10127,0.0337230406397094,0.10126743737414683,3.9764985987328006e-06,0.04063148183825098,0.10184203562840732,0.006935113983247897
-0.20173,-0.05853,-0.20193298734180365,-0.055656568421744074,0.00288059245570262,-0.20648100286062976,-0.06257555300325456,0.006240074301148519
-0.12437,-0.07813,-0.12347372982663557,-0.0775709690884572,0.0010563218182557206,-0.08012877485698562,-0.06604898921859453,0.04586105999271411
0.22893,0.00935,0.1273852602065923,0.006000438989675744,0.10159996918637702,0.12949488153050331,0.0022653055655223655,0.09968718914821884
-0.07321,-0.21667,-0.07321427433008001,-0.21667204231275647,4.737186826395043e-06,-0.08406217905897126,-0.25252219376593377,0.03745863836497577
0.09341,0.13834,0.0894557466752053,0.13164731620034656,0.0077735536145828125,0.0850936659333798,0.11776142144762713,0.022195479439377015
-0.12706,0.21002,-0.1270641933890342,0.21001270902037478,8.410879590613784e-06,-0.13454708728603237,0.2392485269452609,0.030172226689764024
0.10011,0.06962,0.10010955588541129,0.0696201913913049,4.83599420494014e-07,0.09196416020707096,0.059395665122690774,0.013072556353499807
-0.18559,-0.14159,-0.18558983811766938,-0.14158952712614709,4.998155357052176e-07,-0.12640064063438008,-0.09981832616160456,0.07244482726443474
-0.02907,-0.227,-0.029066021561070722,-0.22701416393098744,1.4712067065197734e-05,-0.03373857551657673,-0.26046263989773927,0.03378674098340577
0.19255,-0.03284,0.12795373055547743,-0.03336636081383923,0.06459841392678078,0.12840107546110763,-0.03723177375291695,0.06429908394521121
-0.16368,-0.05551,-0.16367766848544466,-0.055504239419453066,6.21451915753925e-06,-0.1770211368133645,-0.06284721013892006,0.015225655457010096
-0.17015,-0.15683,-0.17019979994053985,-0.15678081706716035,6.999282077815286e-05,-0.1922705197414995,-0.18250034495707002,0.033886339487307265
-0.20781,-0.10979,-0.207824929515836,-0.10976119585201227,3.244332572959368e-05,-0.2141913274766442,-0.1198933077897309,0.011949818770935879
0.20785,0.06155,0.07963823598580055,0.05084621879845067,0.12865779169425928,0.07972510669269206,0.045925252499138876,0.1290740912014286
-0.0363,0.14369,-0.03630686353980937,0.14368498147556613,8.502574093079937e-06,-0.03894264861464527,0.14933165526048076,0.006229916996124155
0.01285,0.11842,0.013053254665321137,0.11835691756023611,0.00021281882713089867,0.01594985870671896,0.11011475826725992,0.008864883769168596
-0.02163,0.1218,-0.021630400435113745,0.12180139317487228,1.449580803214907e-06,-0.014095908252587325,0.10747582768614636,0.01618469804894126
-0.13756,0.15637,-0.1375592015390228,0.1563691644215024,1.1557384469610884e-06,-0.15124720955091378,0.18220687667385438,0.02923839772543266
0.04318,0.16604,0.043099823886783684,0.16606129074616643,8.295483712719784e-05,0.05768875532835008,0.19269548331206832,0.03034829108496687
0.14286,-0.06006,0.1428502213015858,-0.060057646227950526,1.0057991128267044e-05,0.13151790991300788,-0.08772830315408553,0.029902809349086644
-0.16239,-0.13286,-0.16238701487761714,-0.13285598067860172,5.006585677229437e-06,-0.18369230109987256,-0.154893831549194,0.030647638814236378
-0.01802,-0.1366,-0.01801996242860345,-0.1365999932162089,3.817891644340237e-08,-0.013527576295224802,-0.12988872712328933,0.008076079145779739
-0.09904,0.09365,-0.09904028061769207,0.0936041174737195,4.588338440187355e-05,-0.090142828699556,0.07815581291246455,0.017866994449346942
-0.15865,-0.19178,-0.15863933506283928,-0.19178597554730484,1.2224894692169453e-05,-0.1813969827274457,-0.2240592949304133,0.03948896180462735
-0.07911,-0.18161,-0.08080848093998619,-0.18169487794973935,0.0017006004145149213,-0.09216573509694023,-0.21150684045566343,0.03262320168458134
0.03788,-0.22981,0.03788362444838499,-0.22981386655230565,5.299703088654513e-06,0.04186721175830545,-0.2660404485672466,0.036449187384487367
0.1454,0.02973,0.14540326771934406,0.02972920110446178,3.3639595408561094e-06,0.14182102626061566,0.025384749964410355,0.005629409462722938
-0.01813,0.16196,-0.018131987524289118,0.16195332854358144,6.9612199753001085e-06,-0.017314085268419495,0.15384378119237715,0.008157127226077865
0.13594,-0.05097,0.13755919411583728,-0.05044041424914501,0.001703599322690255,0.154583583871635,-0.06190768147019366,0.021615182060813334
-0.09355,0.21739,-0.09329315330641183,0.2173551888918196,0.0002591949792336266,-0.08011804536554715,0.20632238636076658,0.017404294785177164
-0.16703,0.1285,-0.16703123387656266,0.12849746091097516,2.8230169053518695e-06,-0.17141634131057426,0.12607399305432823,0.005012534268541004
-0.23286,0.06158,-0.23284982491592607,0.06156957967218929,1.4564187845346513e-05,-0.2558060865139997,0.06734455589197079,0.023659099537801823
0.00328,0.15458,0.003318483400749982,0.15438174030066576,0.00020196009633931453,0.003680739778093544,0.1326721363253461,0.02191152854451204
-0.01589,0.19804,-0.029908312305216782,0.12683676725274082,0.07257005879525628,-0.022397036616655437,0.1164281501094688,0.0818708468753383
0.16156,-0.12079,0.16155964805669992,-0.12079139595494197,1.43963685924518e-06,0.15837163492743295,-0.13263976727155408,0.012271212500236472
0.03371,0.17272,0.03338273328120958,0.1719947034063447,0.0007957126705010011,0.04582507874097122,0.2003395847719658,0.030159850727013517
-0.24929,-0.01494,-0.24922189300028696,-0.01499508480725616,8.759508776387657e-05,-0.28137921138318,-0.021324906817835915,0.03271825976831372
0.11626,0.03546,0.1162576237146585,0.03546243476584858,3.40217823778254e-06,0.12537239587631055,0.03415618147218215,0.00920519969148321
-0.08739,-0.09011,-0.07287912012967458,-0.06333030522602535,0.03045845837855652,-0.06999790290528335,-0.0659821824063222,0.029742841545249827
-0.20049,0.10671,-0.2004833553234077,0.10670852559951932,6.806290016875255e-06,-0.2181558818664286,0.11928680681957479,0.021685466374867603
-0.08498,0.07819,-0.0849791986298467,0.0781904782169083,9.33212480628857e-07,-0.08180175999848942,0.07162433596413845,0.007294460483065745
-0.24543,-0.0454,-0.245420915993201,-0.0453872185191174,1.5680734455902985e-05,-0.27693440486203735,-0.05635757025017872,0.03335559730388236
0.15834,-0.1895,0.212207184743703,-0.16756658198764418,0.05816139972453349,0.23922925316565585,-0.19592179758757644,0.08114376600795262
