Target_X,Target_Y,MIL_Land_X,MIL_Land_Y,MIL_Error,Sim_Land_X,Sim_Land_Y,Sim_Error
0.20616,0.03267,0.10763811995912803,0.036377031361218316,0.09859159664140259,0.10893625472075352,0.0316081524712869,0.09722954369068096
0.02619,0.15412,0.02672788862366777,0.1537128350277506,0.000674616547453489,0.022591280948333764,0.15417597515166198,0.0035991543493477914
-0.09805,-0.19762,-0.09930397455864479,-0.19838279008428453,0.0014677536940546946,-0.11211539809964527,-0.22842839168100887,0.03386727656118753
0.20372,0.12385,0.20371865945864964,0.12385012552880457,1.3464058054051733e-06,0.2386891997919681,0.14438559416368324,0.04055312024673418
0.17617,0.03337,0.1762076243311251,0.032738819802710026,0.0006323005865437886,0.20703260643490362,0.03729833318375644,0.031111610012314644
-0.14647,-0.00493,-0.14647560342558036,-0.004936234257768641,8.38238320291989e-06,-0.1390305358893008,-0.00556487501387266,0.007466504706863911
0.03372,0.10127,0.0337230406397094,0.10126743737414683,3.9764985987328006e-06,0.04043983829726749,0.10136157634680806,0.006720462258559118
-0.20173,-0.05853,-0.20193298734180365,-0.055656568421744074,0.00288059245570262,-0.2137272970946708,-0.06477147533862476,0.013523725521484748
-0.12437,-0.07813,-0.12347372982663557,-0.0775709690884572,0.0010563218182557206,-0.029252604908418002,-0.024115724547518296,0.10938400615110361
0.22893,0.00935,0.1273852602065923,0.006000438989675744,0.10159996918637702,0.12970308081762164,0.0022689181396447385,0.09947926020402091
-0.07321,-0.21667,-0.07321427433008001,-0.21667204231275647,4.737186826395043e-06,-0.08420567349381987,-0.252953193463794,0.0379127282520501
0.09341,0.13834,0.0894557466752053,0.13164731620034656,0.0077735536145828125,0.0807604809008876,0.11176422141641573,0.029432674713020995
-0.12706,0.21002,-0.1270641933890342,0.21001270902037478,8.410879590613784e-06,-0.13677241912608262,0.243204903632412,0.03457699978848897
0.10011,0.06962,0.10010955588541129,0.0696201913913049,4.83599420494014e-07,0.09783899909033213,0.06319019877999962,0.0068190753669709996
-0.18559,-0.14159,-0.18558983811766938,-0.14158952712614709,4.998155357052176e-07,-0.21772219819661848,-0.17193158220328772,0.04419377525789846
-0.02907,-0.227,-0.029066021561070722,-0.22701416393098744,1.4712067065197734e-05,-0.033995534176635124,-0.2624461724012974,0.03578675767414113
0.19255,-0.03284,0.12795373055547743,-0.03336636081383923,0.06459841392678078,0.13054228777492444,-0.03785261767252748,0.06220998883876061
-0.16368,-0.05551,-0.16367766848544466,-0.055504239419453066,6.21451915753925e-06,-0.18073587638550997,-0.06416598977331239,0.019126658836124147
-0.17015,-0.15683,-0.17019979994053985,-0.15678081706716035,6.999282077815286e-05,-0.17161073626394877,-0.16289101069731207,0.006234548989762324
-0.20781,-0.10979,-0.207824929515836,-0.10976119585201227,3.244332572959368e-05,-0.2089234964178433,-0.11694472447314969,0.007240853303253488
0.20785,0.06155,0.07963823598580055,0.05084621879845067,0.12865779169425928,0.07983401734270491,0.04598799529307995,0.12895839564065256
-0.0363,0.14369,-0.03630686353980937,0.14368498147556613,8.502574093079937e-06,-0.032862066779513505,0.1260175137092568,0.018003781728432273
