Target_X,Target_Y,MIL_Land_X,MIL_Land_Y,MIL_Error,MIL_Vx,MIL_Vy,MIL_Vz,MIL_Vmag,Sim_Land_X,Sim_Land_Y,Sim_Error,Sim_Vx,Sim_Vy,Sim_Vz,Sim_Vmag
0.33697,0.05339,0.3370833778030333,0.0535057298748094,0.00016201212962017552,0.7509922049939632,0.0663045234978199,0.13294070959091187,0.7655447825336562,0.4281609681914943,0.0680519565553725,0.09236214402954143,0.9500209149145259,0.09650057474777599,0.11312607774193739,0.9615870263096101
0.03956,0.23281,0.023680313026458552,0.19720695288944237,0.03898386104446617,0.0636336556635797,0.27166545391082764,0.05715131759643555,0.28481157645835903,0.032299984813498314,0.20128503204985734,0.03235013794044403,0.07620817436246599,0.28266794985588495,0.083157234362225,0.30434188233327847
-0.16181,-0.32614,-0.16185987927031542,-0.3263294059155478,0.00019586358122864936,-0.3780040331184864,-0.732403751462698,0.11795878410339355,0.8325962880998367,-0.2038081199191724,-0.39681294393805355,0.08221013977373136,-0.46993403772303904,-0.882126426129613,0.10621900087450786,1.0051206433228108
0.34014,0.20679,0.3401430868373317,0.20679788171563085,8.464632655813097e-06,0.7998456805944443,0.4663784708827734,0.13108223676681519,0.9351173956591413,0.4241865332811317,0.26663063774389206,0.10317326049986061,0.9933315691485689,0.6062265569979609,0.08455516668045615,1.1667766799559887
0.27826,0.05271,0.21191577465095904,0.05453774620163196,0.06636939726516967,0.45992683357326314,0.04239846020936966,0.0669434666633606,0.46670306341158946,0.25026408041522435,0.04819223512053461,0.02835809783647972,0.54337452556087,0.028543586385429004,0.05297686691539183,0.5466965884111717
-0.21524,-0.00725,-0.21523198307566613,-0.00724755439754976,8.381649427137921e-06,-0.49693699926137924,0.0006155809387564659,0.05482107400894165,0.4999521080366499,-0.24888561926138483,-0.005653091770614335,0.033683494643150534,-0.611484088184487,0.015729236050436995,0.0027212252678238125,0.6116924096606905
0.03794,0.11391,0.03796391150127568,0.11396179277015872,5.704604222880819e-05,0.04138348624110222,0.12590523809194565,0.018028318881988525,0.13375254088864139,0.03911726677354221,0.10468579961296323,0.00929902305816561,0.03969374372504098,0.11009676371967404,0.024056965810074216,0.11948066067963486
-0.3301,-0.09577,-0.33022443039083643,-0.09593310281772895,0.0002051473892469264,-0.7441791333258152,-0.2707846206612885,0.09683877229690552,0.7978124097080787,-0.3933806887979446,-0.12695568168924062,0.07054780164657823,-0.8976888833213509,-0.3305228286636959,0.06216102541819979,0.95862123103321
-0.18296,-0.11493,-0.18291801874278538,-0.114931513096223,4.2008516011653953e-05,-0.35832667723298073,-0.20892534404993057,0.09979695081710815,0.4266230636001796,-0.1934551444159901,-0.12174392074231163,0.012513096027562187,-0.374891904602519,-0.21158360054010103,0.074482366349361,0.43687433324815234
0.38006,0.01553,0.3798955780464087,0.015435987038010392,0.00018940173136704696,0.889352597296238,0.09542405605316162,0.09989559650421143,0.9000182903653311,0.4740432194484071,0.04770570226679879,0.09933841831964674,1.104379897772833,0.16819946003376599,0.06372182576862784,1.1189309576732922
-0.12151,-0.35962,-0.12155302238693777,-0.35962980018494467,4.412447623227337e-05,-0.3258677222765982,-0.7579995389096439,0.13548046350479126,0.8361268022258609,-0.15990679067745417,-0.41794087966283483,0.06982577274169684,-0.40874210601298394,-0.877609656884567,0.13490449354715883,0.9774804557965302
0.14443,0.21391,0.12778365892519233,0.17960833309148777,0.03812748383884453,0.2195841260254383,0.28832752257585526,0.0647270679473877,0.3681569529455496,0.12556565263686023,0.18272753930814908,0.03644460805436142,0.196986384299149,0.28667485524762704,0.08690734498684682,0.3585233532744593
-0.21298,0.35202,-0.212972990510989,0.3517359039788245,0.00028418248043106967,-0.4670296935364604,0.7635046681389213,0.14685839414596558,0.9069859430254783,-0.22636173065232548,0.4173899871390638,0.06672560178681607,-0.507196734814216,0.9304978693496869,0.11772552598566799,1.0662711250611223
0.13093,0.09106,0.13096082213523047,0.09100039956179798,6.709855627388079e-05,0.22477300837635994,0.14683207497000694,0.04984170198440552,0.2730691465384898,0.12539457049878716,0.0878178170892662,0.006415039344349467,0.19599801505667896,0.137270390497274,0.03864491466391118,0.24238772956322113
-0.30896,-0.23572,-0.30748783751097475,-0.23546902560369395,0.00149340233751466,-0.6531308282865211,-0.5357958748936653,0.14010906219482422,0.8563221635111511,-0.3135212219249234,-0.2465149278240179,0.011719010716530523,-0.6790006373625791,-0.558870351515957,0.09859844651586513,0.8849291434898615
-0.04825,-0.3768,-0.04829323749759656,-0.3769036063985299,0.00011226649996654887,-0.12410053983330727,-0.8348359540104866,0.12926220893859863,0.8538505330297589,-0.04040510247406045,-0.28854033001077467,0.0886076281355023,-0.108978519431197,-0.678021900551349,0.033742422168868136,0.6875525917182637
0.31052,-0.05296,0.3099123575671991,-0.05296406226496365,0.0006076560113558181,0.6098512560129166,-0.07558448240160942,0.1507878303527832,0.6327468200022429,0.38903404650281537,-0.022059208467415985,0.08437602986385688,0.7611524677427769,-0.012257783772854011,0.17508764044911806,0.7811267594007908
-0.25585,-0.08677,-0.25599444033033336,-0.08676054503684283,0.0001447494571841558,-0.6501908600330353,-0.14983322471380234,0.03503382205963135,0.6681508200898513,-0.30176955332204397,-0.0915298359813177,0.046165586922133725,-0.7650474318967121,-0.14785298996734603,-0.0019747373920536715,0.7792059928425897
-0.28289,-0.26074,-0.2829420357809838,-0.2607314625277516,5.273149850886947e-05,-0.6255153380334377,-0.5810412485152483,0.13186603784561157,0.8638674797261121,-0.3456453847132939,-0.31903014184016226,0.08565032951635247,-0.7634460670691959,-0.6979250725036229,0.1299779435471765,1.0425178991083863
-0.34629,-0.18294,-0.34607621809211603,-0.18293448357445471,0.00021385306892654585,-0.7214599521830678,-0.37957458291202784,0.1716291904449463,0.8330893743228407,-0.3153664960778743,-0.16896663352738264,0.03393402518711549,-0.6774818718516745,-0.348244135674466,0.10412301544226177,0.7688285030252807
0.34202,0.10129,0.3420245587275449,0.10130856701816174,1.9118476933238354e-05,0.8078499883413315,0.20758789032697678,0.11200219392776489,0.8415811471974208,0.42687357796988196,0.12976632338927663,0.08950436127955722,1.0024979321606637,0.273234521597325,0.0675932386567607,1.0412627207823373
-0.05363,0.21224,-0.05367635016011086,0.21229740558817423,7.378169756741895e-05,-0.12369649251922965,0.3154692053794861,0.049715638160705566,0.34248107463340277,-0.04901554678347337,0.1852301714489038,0.027401168165739304,-0.110420434688827,0.24588218909058296,0.07468490955269691,0.2796936878510869
0.01646,0.15168,0.01644278135599689,0.15164560607633576,3.846327711373676e-05,0.044672890508081764,0.1915348321199417,0.029258131980895996,0.19883987866766778,0.014443651568859309,0.13518080109193142,0.01662195011434504,0.035111198439485,0.15787700028782992,0.03804750529610601,0.16614919841816136
-0.02863,0.1612,-0.028605405117973715,0.16119444293346746,2.521486090253146e-05,-0.035847751423716545,0.21197088062763214,0.027486979961395264,0.2167308228738787,-0.02023204854392308,0.1299453442974108,0.03236323673160668,-0.022286755447140007,0.15397023707704696,0.034777918055498014,0.15941466983373143
-0.22475,0.25547,-0.16686731931170454,0.15303525617085967,0.11765747518540745,-0.2561110630631447,0.24165380746126175,0.06626904010772705,0.3583029792796289,-0.17200582289618438,0.1518832533125742,0.1162418268423358,-0.266213354113451,0.23506052536139693,0.09598418622699112,0.3678803670993701
0.06735,0.25896,0.06762757510434833,0.258732038530849,0.00035918570401882044,0.2302355319261551,0.47401905059814453,0.08874952793121338,0.5343958637557921,0.08312953946310263,0.2698347546327702,0.019163876277793316,0.24508675739573899,0.482198237612812,0.10169335292072978,0.5503854985697932
0.21506,-0.09042,0.21506433578051917,-0.09042088851591358,4.425884458400417e-06,0.37163015455007553,-0.2137807197868824,0.07823705673217773,0.43581212118253954,0.23416725749764788,-0.09744051556690544,0.020356201215024943,0.39142373777672496,-0.214290608163958,0.10245119964992111,0.4578528754437273
-0.26568,-0.21736,-0.2659189443235956,-0.217338908536828,0.0002398733824276354,-0.5699712445493788,-0.4567604837939143,0.13706326484680176,0.743157922476295,-0.3182762364103403,-0.2586490931287359,0.06686668300376378,-0.6861681967428179,-0.537531138738268,0.13233346242908894,0.8816340877104405
