U1,U2,U3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1311600142922877,1.5269868085416962,5.434840299124589
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
0.2623200285845754,3.0539736170833924,10.869680598249179
