time,actuator_1_input,actuator_2_input,actuator_3_input,cs19_pos_x,cs19_pos_y,cs19_pos_z,tip_pos_x,tip_pos_y,tip_pos_z
1770731303.606362,0.0,0.0,0.0,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1770731303.7070396,0.0,0.0,0.0,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1770731303.8059752,0.0,0.0,0.0,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1770731303.9102426,0.3450803824632407,2.991426507137178,0.9158846592540788,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1770731304.0102227,0.6901607649264814,5.982853014274356,1.8317693185081572,-0.0016254523185524944,0.0014576239297485953,-0.19062010922080241,-0.007049580166243722,0.006314306590466219,-0.3911533643200433
1770731304.1106932,1.035241147389722,8.974279521411535,2.747653977762236,-0.006164875241953881,0.005520077164261409,-0.1906809801340931,-0.02606172591023806,0.02332874954218311,-0.3897972865969132
1770731304.2087257,1.035241147389722,8.974279521411535,2.747653977762236,-0.011319165607557878,0.010132779470197126,-0.19040165109238397,-0.04739878218633322,0.04242372903828082,-0.38552049644188824
1770731304.3104362,1.035241147389722,8.974279521411535,2.747653977762236,-0.012411561103100233,0.011110379079150965,-0.19024927850374046,-0.05181491055714379,0.046375845938178985,-0.38416988558563303
1770731304.4106488,1.035241147389722,8.974279521411535,2.747653977762236,-0.00990297546007374,0.008865416092019235,-0.19060444916153907,-0.04168546482900986,0.03731083923107209,-0.38713495178913515
1770731304.5049028,1.035241147389722,8.974279521411535,2.747653977762236,-0.008473619184805542,0.0075862145427768,-0.1907699162888233,-0.03588377193125158,0.03211855778483694,-0.38853158486664807
1770731304.6054456,4.622626518030781,6.252484602450771,4.702506624715586,-0.009839720422607001,0.00880873567616578,-0.19061231381737007,-0.04143596084004836,0.037087188314234396,-0.3871992515911224
1770731304.7051187,8.21001188867184,3.5306896834900057,6.657359271668936,-0.005510612129168983,0.004484720033016554,-0.19124088951013685,-0.022965342902419084,0.018643093686539883,-0.3914234678873912
1770731304.8054605,11.7973972593129,0.8088947645292401,8.612211918622286,0.006625443292418788,-0.007352529581613265,-0.19128651214919745,0.0277470294317253,-0.030824519301385668,-0.39041248284609914
1770731304.9055202,11.7973972593129,0.8088947645292401,8.612211918622286,0.017039855321355,-0.01749717408185783,-0.18970868554650785,0.07032424685366538,-0.07222066967069224,-0.37593689317473217
1770731305.0053613,11.7973972593129,0.8088947645292401,8.612211918622286,0.01712646369903837,-0.017612165656563355,-0.1896715049490314,0.0706825671313616,-0.07268321634867263,-0.3756972764335681
1770731305.1091483,11.7973972593129,0.8088947645292401,8.612211918622286,0.010637451006459138,-0.011297445839951412,-0.1909519911138442,0.04486746457680329,-0.04764613142800018,-0.3863127362174371
1770731305.205517,11.7973972593129,0.8088947645292401,8.612211918622286,0.009151454711148964,-0.009839456555443035,-0.19115857372713801,0.03886720824360838,-0.041775884859326824,-0.3880820380798306
1770731305.3063188,11.7973972593129,0.8088947645292401,8.612211918622286,0.012642476105294894,-0.013235997284929085,-0.1906191121174764,0.05293838350899528,-0.055436853140824464,-0.383528648040852
1770731305.4073203,11.7973972593129,0.8088947645292401,8.612211918622286,0.014441624679340948,-0.014990458352722167,-0.19027084879756648,0.06010652842300071,-0.062401246577025345,-0.38064891130881257
1770731305.5051854,11.7973972593129,0.8088947645292401,8.612211918622286,0.01284437943833457,-0.013435679860015278,-0.19057916229985605,0.05373962138799601,-0.05622101493841517,-0.3832189581277525
1770731305.6052396,11.7973972593129,0.8088947645292401,8.612211918622286,0.011321431680172918,-0.011952733255473911,-0.19084048865015954,0.04763146759777385,-0.05029116293053928,-0.38540580047315354
1770731305.7052426,11.7973972593129,0.8088947645292401,8.612211918622286,0.011905307215425457,-0.01252273608764346,-0.19074424205035884,0.04998049829165584,-0.052580621541284296,-0.3845954333410701
1770731305.8050787,11.7973972593129,0.8088947645292401,8.612211918622286,0.012981208967702745,-0.013570225550152333,-0.19055414468478682,0.05428985230209498,-0.05676390284617797,-0.38300698095213775
1770731305.9077902,11.7973972593129,0.8088947645292401,8.612211918622286,0.012937052412573868,-0.013525340305370726,-0.1905620133501093,0.054112245868157355,-0.05658234599568615,-0.38307614191736705
1770731306.0049062,11.7973972593129,0.8088947645292401,8.612211918622286,0.01224307414256564,-0.012848992594397467,-0.1906860464898299,0.05133384001543079,-0.05388206888438453,-0.3841125693258872
1770731306.1051047,11.7973972593129,0.8088947645292401,8.612211918622286,0.012097349526656722,-0.012708875495091103,-0.19071117689324274,0.05075014342550366,-0.05332341854703458,-0.3843217069493137
1770731306.206145,11.7973972593129,0.8088947645292401,8.612211918622286,0.012467370113345469,-0.013070162638743336,-0.19064664448858257,0.052233609746320714,-0.054768286063146265,-0.3837811635406649
1770731306.3063967,11.7973972593129,0.8088947645292401,8.612211918622286,0.012650745408933205,-0.013247550476431114,-0.190613960053735,0.05296748989345536,-0.05547559415872469,-0.3835089942736732
1770731306.405161,11.7973972593129,0.8088947645292401,8.612211918622286,0.012479441803127522,-0.013079623350523829,-0.1906445473112129,0.05228142758137671,-0.05480452811688826,-0.3837651460848386
1770731306.5053732,11.7973972593129,0.8088947645292401,8.612211918622286,0.01231696218677007,-0.012921956630652246,-0.19067312250951698,0.05163056207328166,-0.05417496007788911,-0.3840037753185576
