U1,U2,U3,mid_x,mid_y,mid_z,ee_x,ee_y,ee_z
0.0,0.0,0.0,3.3065416622541037e-06,0.0,-0.19036912150652113,6.0826336879046396e-06,0.0,-0.3907576704717413
0.0,0.0,0.0,3.3065416622541037e-06,0.0,-0.19036912150652113,6.0826336879046396e-06,0.0,-0.3907576704717413
0.0,0.0,0.0,0.0010069360723719,-0.00011162813461851329,-0.19045786559581757,0.0007462027133442461,0.0016142678214237094,-0.3916386663913727
3.7749498083143385,0.32949730334247757,2.670415612876554,0.0005420880625024438,0.0003020123695023358,-0.19041667878627777,-7.042608194751665e-05,0.002486445941030979,-0.39131519198417664
7.549899616628677,0.6589946066849551,5.340831225753108,0.001650210004299879,-0.002572615398094058,-0.19083814322948456,0.007256238255649805,-0.011996081098914146,-0.3918539881706238
11.324849424943016,0.9884919100274328,8.011246838629663,0.007193675730377436,-0.009072556160390377,-0.19063521921634674,0.028454534709453583,-0.03462764993309975,-0.38733094930648804
11.324849424943016,0.9884919100274328,8.011246838629663,0.012790579348802567,-0.014777926728129387,-0.1903880536556244,0.0505545549094677,-0.05538438260555267,-0.3828586935997009
11.324849424943016,0.9884919100274328,8.011246838629663,0.01371709257364273,-0.014887719415128231,-0.19028140604496002,0.05439731478691101,-0.05626346170902252,-0.3818453848361969
11.324849424943016,0.9884919100274328,8.011246838629663,0.010511528700590134,-0.011527800932526588,-0.19077955186367035,0.044926971197128296,-0.048862528055906296,-0.3856026232242584
11.324849424943016,0.9884919100274328,8.011246838629663,0.009101464413106441,-0.010310769081115723,-0.19107010960578918,0.04052918776869774,-0.04586264118552208,-0.38767898082733154
11.324849424943016,0.9884919100274328,8.011246838629663,0.01069704070687294,-0.011985714547336102,-0.19094403088092804,0.045367054641246796,-0.049083955585956573,-0.38673636317253113
11.324849424943016,0.9884919100274328,8.011246838629663,0.011945121921598911,-0.013202061876654625,-0.19072872400283813,0.049357760697603226,-0.051928624510765076,-0.3852005898952484
11.324849424943016,0.9884919100274328,8.011246838629663,0.011316439136862755,-0.012506227008998394,-0.19076474010944366,0.04742953181266785,-0.05076844245195389,-0.38550758361816406
11.324849424943016,0.9884919100274328,8.011246838629663,0.010418294928967953,-0.011561284773051739,-0.1908942013978958,0.04458651319146156,-0.048692669719457626,-0.3864615261554718
11.324849424943016,0.9884919100274328,8.011246838629663,0.010559825226664543,-0.011733608320355415,-0.19090674817562103,0.04500896856188774,-0.04882839694619179,-0.38654154539108276
11.324849424943016,0.9884919100274328,8.011246838629663,0.011128830723464489,-0.012370218522846699,-0.19083231687545776,0.046803321689367294,-0.05016887187957764,-0.3859882056713104
11.324849424943016,0.9884919100274328,8.011246838629663,0.011192009784281254,-0.012436255812644958,-0.19080448150634766,0.04700852930545807,-0.05046003311872482,-0.3857889175415039
11.324849424943016,0.9884919100274328,8.011246838629663,0.010870639234781265,-0.01205702405422926,-0.1908418834209442,0.045989759266376495,-0.0496978797018528,-0.38607048988342285
11.324849424943016,0.9884919100274328,8.011246838629663,0.010750551708042622,-0.011912969872355461,-0.19086876511573792,0.045608777552843094,-0.04930206015706062,-0.3862675130367279
11.324849424943016,0.9884919100274328,8.011246838629663,0.010910107754170895,-0.012110683135688305,-0.19085337221622467,0.046119917184114456,-0.04967213049530983,-0.3861495554447174
11.324849424943016,0.9884919100274328,8.011246838629663,0.011021986603736877,-0.012254119850695133,-0.1908329874277115,0.0464758463203907,-0.05002430081367493,-0.38599804043769836
11.324849424943016,0.9884919100274328,8.011246838629663,0.010956242680549622,-0.01216937880963087,-0.1908368170261383,0.046260934323072433,-0.04988860711455345,-0.38602888584136963
11.324849424943016,0.9884919100274328,8.011246838629663,0.010873459279537201,-0.012056881561875343,-0.1908501833677292,0.04599530249834061,-0.04962896183133125,-0.3861292600631714
11.324849424943016,0.9884919100274328,8.011246838629663,0.0108912019059062,-0.012079527601599693,-0.19085143506526947,0.046056754887104034,-0.049642812460660934,-0.3861374855041504
11.324849424943016,0.9884919100274328,8.011246838629663,0.01094443816691637,-0.012155953794717789,-0.19084371626377106,0.04622986912727356,-0.04981047660112381,-0.38607871532440186
11.324849424943016,0.9884919100274328,8.011246838629663,0.010947443544864655,-0.012162341736257076,-0.19084087014198303,0.0462363101541996,-0.049847912043333054,-0.38605797290802
11.324849424943016,0.9884919100274328,8.011246838629663,0.01091695111244917,-0.012116257101297379,-0.19084478914737701,0.04613521322607994,-0.04975235462188721,-0.3860880732536316
11.324849424943016,0.9884919100274328,8.011246838629663,0.010907527059316635,-0.012099887244403362,-0.19084753096103668,0.046106528490781784,-0.0497024729847908,-0.38610878586769104
11.324849424943016,0.9884919100274328,8.011246838629663,0.010923031717538834,-0.012124346569180489,-0.19084590673446655,0.04615936428308487,-0.049749135971069336,-0.3860960602760315
11.324849424943016,0.9884919100274328,8.011246838629663,0.01093239150941372,-0.012141137383878231,-0.19084382057189941,0.046189211308956146,-0.04979343339800835,-0.3860800564289093
11.324849424943016,0.9884919100274328,8.011246838629663,0.010925669223070145,-0.012130317278206348,-0.19084423780441284,0.04616520553827286,-0.04977605491876602,-0.3860834836959839
11.324849424943016,0.9884919100274328,8.011246838629663,0.010918555781245232,-0.012116905301809311,-0.19084562361240387,0.04614180326461792,-0.049743324518203735,-0.3860941529273987
